Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Category,Income Category
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,Male,49,Laboratory Technician,Divorced,3491,11309,1,No,13,3,80,10,4,10,7,8,9,18 - 30,<5k
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1225,Male,32,Research Scientist,Single,4541,7744,1,No,25,4,80,20,3,20,11,13,17,41 - 50,<5k
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1226,Male,43,Sales Representative,Single,2678,5050,1,No,17,3,80,2,2,2,1,2,2,18 - 30,<5k
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,Male,60,Manufacturing Director,Divorced,7379,17433,2,No,11,3,80,12,3,6,3,1,4,41 - 50,5k - 10k
42,No,Non-Travel,179,Human Resources,2,5,Medical,1231,Male,79,Human Resources,Married,6272,12858,7,No,16,3,80,10,3,4,3,0,3,41 - 50,5k - 10k
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,Male,52,Sales Executive,Divorced,5220,10893,0,Yes,18,3,80,12,3,11,7,1,9,51 - 64,5k - 10k
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1234,Female,77,Laboratory Technician,Married,2743,7331,1,No,20,4,80,2,2,2,2,2,2,31 - 40,<5k
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,Female,38,Research Scientist,Single,4998,2338,4,Yes,14,3,80,10,2,8,7,0,7,31 - 40,<5k
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,Female,77,Manufacturing Director,Divorced,10252,4235,2,Yes,21,4,80,17,2,7,7,7,7,31 - 40,10k - 15k
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238,Male,60,Research Scientist,Married,2781,6311,0,No,13,3,80,15,5,14,10,4,10,31 - 40,<5k
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,Female,84,Sales Executive,Divorced,6852,11591,7,No,12,3,80,7,2,5,1,1,3,31 - 40,5k - 10k
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,Male,57,Sales Executive,Single,4950,20623,0,No,14,3,80,5,4,4,3,1,1,18 - 30,<5k
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,Male,63,Research Scientist,Married,3579,9369,0,Yes,21,4,80,12,2,11,9,5,7,18 - 30,<5k
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1242,Female,60,Research Director,Married,13191,23281,3,Yes,17,3,80,20,6,1,0,0,0,41 - 50,10k - 15k
35,No,Non-Travel,1212,Sales,8,2,Marketing,1243,Female,78,Sales Executive,Married,10377,13755,4,Yes,11,3,80,16,6,13,2,4,12,31 - 40,10k - 15k
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,Male,42,Research Scientist,Married,2235,14377,1,Yes,14,3,80,9,3,9,7,6,8,18 - 30,<5k
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1245,Female,53,Manufacturing Director,Divorced,10502,9659,7,No,17,3,80,33,2,5,4,1,4,51 - 64,10k - 15k
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,Female,72,Research Scientist,Married,2011,19982,1,No,13,3,80,10,5,10,5,7,7,41 - 50,<5k
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1248,Female,96,Research Scientist,Single,1859,6148,1,Yes,25,4,80,1,2,1,1,0,0,18 - 30,<5k
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,Female,97,Research Scientist,Divorced,3760,5598,1,No,15,3,80,3,5,3,2,1,2,18 - 30,<5k
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,Male,85,Research Director,Married,17779,23474,3,No,14,3,80,36,2,10,9,0,9,51 - 64,15k+
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,Male,80,Healthcare Representative,Married,6833,17089,1,Yes,12,3,80,6,2,6,5,0,1,31 - 40,5k - 10k
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,Female,96,Healthcare Representative,Single,6812,17198,1,No,19,3,80,10,2,10,9,1,8,31 - 40,5k - 10k
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,Female,48,Sales Executive,Single,5171,16490,5,No,17,3,80,13,2,6,1,0,5,51 - 64,5k - 10k
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255,Male,96,Research Director,Married,19740,18625,3,No,14,3,80,25,2,8,7,0,7,41 - 50,15k+
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,Male,85,Manager,Married,18711,12124,2,No,13,3,80,23,2,1,0,0,0,41 - 50,15k+
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,Male,46,Research Scientist,Married,3692,9256,1,No,12,3,80,12,2,11,10,0,7,31 - 40,<5k
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258,Male,76,Laboratory Technician,Single,2559,16620,5,No,11,3,80,7,4,1,0,0,0,41 - 50,<5k
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259,Male,76,Research Scientist,Divorced,2517,3208,1,No,11,3,80,5,2,5,3,0,3,18 - 30,<5k
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1260,Male,82,Healthcare Representative,Divorced,6623,4204,1,Yes,11,3,80,6,2,6,0,1,0,18 - 30,5k - 10k
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263,Male,76,Research Director,Single,18265,8733,6,No,12,3,80,25,3,1,0,0,0,41 - 50,15k+
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1264,Female,87,Research Director,Divorced,16124,3423,3,No,14,3,80,9,2,7,7,1,7,18 - 30,15k+
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1265,Female,89,Research Scientist,Married,2585,21643,0,No,17,3,80,2,5,1,0,0,0,31 - 40,<5k
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1267,Male,88,Manager,Married,18213,8751,7,No,11,3,80,26,5,22,9,3,10,41 - 50,15k+
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1268,Male,82,Sales Executive,Divorced,8380,21708,0,Yes,14,3,80,10,3,9,8,0,8,31 - 40,5k - 10k
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1269,Female,57,Research Scientist,Single,2994,21221,1,Yes,12,3,80,1,2,1,0,0,1,18 - 30,<5k
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1270,Male,47,Research Scientist,Married,1223,16901,1,No,22,4,80,1,2,1,0,0,1,18 - 30,<5k
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1273,Male,73,Sales Representative,Single,1118,8040,1,Yes,14,3,80,1,4,1,0,1,0,18 - 30,<5k
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1275,Male,53,Research Scientist,Single,2875,9973,1,Yes,20,4,80,8,2,8,5,2,2,18 - 30,<5k
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1277,Female,94,Manager,Single,18824,2493,2,Yes,16,3,80,26,2,24,10,1,11,41 - 50,15k+
55,No,Non-Travel,177,Research & Development,8,1,Medical,1278,Male,37,Healthcare Representative,Divorced,13577,25592,1,Yes,15,3,80,34,3,33,9,15,0,51 - 64,10k - 15k
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1279,Female,45,Laboratory Technician,Single,2625,25308,1,No,20,4,80,2,2,2,2,2,2,18 - 30,<5k
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1280,Female,33,Manager,Married,18789,9946,2,No,14,3,80,26,2,11,4,0,8,41 - 50,15k+
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1281,Female,86,Sales Executive,Single,4538,6039,0,Yes,12,3,80,4,3,3,2,0,2,31 - 40,<5k
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1282,Male,83,Manager,Divorced,19847,19196,4,Yes,24,4,80,31,5,29,10,11,10,51 - 64,15k+
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1283,Male,67,Manufacturing Director,Single,10512,20002,6,No,12,3,80,25,6,9,7,5,4,51 - 64,10k - 15k
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1285,Female,46,Laboratory Technician,Divorced,4444,22534,4,No,13,3,80,15,2,11,8,5,10,31 - 40,<5k
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1286,Male,44,Laboratory Technician,Single,2154,6842,0,Yes,11,3,80,5,2,4,2,0,2,18 - 30,<5k
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1288,Male,92,Manager,Divorced,19190,17477,1,No,14,3,80,26,4,25,9,14,13,41 - 50,15k+
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1289,Male,56,Human Resources,Married,4490,21833,4,No,11,3,80,14,5,10,9,1,8,31 - 40,<5k
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1291,Male,66,Research Scientist,Married,3506,6020,0,Yes,14,3,80,4,3,3,2,2,2,31 - 40,<5k
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1292,Female,78,Research Scientist,Married,2372,5628,6,Yes,16,3,80,18,2,1,0,0,0,41 - 50,<5k
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1293,Female,56,Sales Executive,Single,10231,20364,3,No,14,3,80,23,3,21,7,15,17,41 - 50,10k - 15k
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1294,Female,53,Manufacturing Director,Single,5410,2323,9,Yes,11,3,80,18,2,16,14,5,12,31 - 40,5k - 10k
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1295,Female,73,Healthcare Representative,Married,7978,14075,1,No,11,3,80,10,2,10,7,0,5,41 - 50,5k - 10k
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1296,Male,52,Laboratory Technician,Married,3867,14222,1,Yes,12,3,80,2,2,2,2,2,2,18 - 30,<5k
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1297,Female,40,Laboratory Technician,Single,2838,4257,0,No,14,3,80,8,6,7,0,7,7,51 - 64,<5k
30,No,Non-Travel,879,Research & Development,9,2,Medical,1298,Female,72,Manufacturing Director,Single,4695,12858,7,Yes,18,3,80,10,3,8,4,1,7,18 - 30,<5k
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1299,Female,39,Laboratory Technician,Divorced,3339,17285,3,Yes,13,3,80,10,2,7,7,7,7,18 - 30,<5k
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1301,Male,84,Research Scientist,Single,2080,4732,2,No,11,3,80,5,2,3,2,1,2,18 - 30,<5k
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1303,Female,40,Research Scientist,Single,2096,18830,1,No,18,3,80,2,3,2,2,2,1,18 - 30,<5k
32,No,Travel_Rarely,604,Sales,8,3,Medical,1304,Male,56,Sales Executive,Married,6209,11693,1,No,15,3,80,10,4,10,7,0,8,31 - 40,5k - 10k
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1306,Female,83,Manager,Single,18061,13035,3,No,22,4,80,22,4,0,0,0,0,41 - 50,15k+
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1307,Female,94,Manager,Divorced,17123,17334,6,Yes,13,3,80,21,4,19,9,15,2,31 - 40,15k+
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1308,Male,88,Research Scientist,Divorced,2372,26076,1,No,12,3,80,2,3,2,2,2,2,51 - 64,<5k
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1309,Male,79,Laboratory Technician,Married,4883,22845,1,No,18,3,80,10,3,10,4,1,1,31 - 40,<5k
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1310,Male,93,Research Scientist,Single,3904,22154,0,No,13,3,80,6,2,5,2,0,3,31 - 40,<5k
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1311,Female,48,Laboratory Technician,Married,4627,23631,0,No,12,3,80,10,6,9,2,6,7,18 - 30,<5k
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1312,Female,63,Healthcare Representative,Married,7094,5747,3,No,12,3,80,10,0,7,7,1,7,31 - 40,5k - 10k
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1314,Female,44,Human Resources,Single,3423,22957,6,No,12,3,80,10,3,7,6,5,7,41 - 50,<5k
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1315,Female,55,Laboratory Technician,Married,6674,16392,0,No,11,3,80,10,6,9,8,7,5,18 - 30,5k - 10k
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1317,Female,43,Research Director,Married,16880,22422,4,Yes,11,3,80,25,2,3,2,1,2,41 - 50,15k+
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1318,Male,57,Sales Executive,Single,9094,17235,2,Yes,12,3,80,9,2,5,4,1,0,31 - 40,5k - 10k
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1319,Male,64,Sales Executive,Single,8446,21534,9,Yes,19,3,80,10,2,8,7,7,7,51 - 64,5k - 10k
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1321,Female,95,Manager,Married,11916,25927,1,Yes,23,4,80,9,2,9,1,0,8,18 - 30,10k - 15k
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1322,Male,32,Manufacturing Director,Single,4534,13352,0,No,11,3,80,9,6,8,7,1,7,31 - 40,<5k
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1324,Female,57,Sales Executive,Divorced,9852,8935,1,Yes,19,3,80,10,5,10,8,9,6,31 - 40,5k - 10k
41,No,Non-Travel,256,Sales,10,2,Medical,1329,Male,40,Sales Executive,Single,6151,22074,1,No,13,3,80,19,4,19,2,11,9,41 - 50,5k - 10k
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1331,Female,54,Sales Representative,Single,2302,8319,1,Yes,11,3,80,3,2,3,2,2,2,31 - 40,<5k
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1333,Male,89,Laboratory Technician,Married,2362,14669,4,No,12,3,80,10,4,3,2,1,2,41 - 50,<5k
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,Male,37,Manager,Married,17861,26582,0,Yes,13,3,80,21,3,20,8,2,10,41 - 50,15k+
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1336,Female,58,Manager,Married,19187,6992,4,No,14,3,80,23,5,19,9,9,11,51 - 64,15k+
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1338,Male,99,Manager,Single,19717,4022,6,No,14,3,80,36,4,7,3,7,7,51 - 64,15k+
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1340,Male,74,Research Scientist,Divorced,3544,8532,9,No,16,3,80,6,0,4,2,0,0,31 - 40,<5k
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1344,Male,86,Healthcare Representative,Divorced,8500,5494,0,No,11,3,80,10,0,9,7,1,6,31 - 40,5k - 10k
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1346,Male,98,Research Scientist,Single,4661,22455,1,No,13,3,80,9,4,9,8,8,8,31 - 40,<5k
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1349,Female,66,Sales Executive,Divorced,4103,4297,0,No,17,3,80,10,2,9,3,1,7,41 - 50,<5k
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1350,Male,87,Research Scientist,Single,4249,2690,1,Yes,11,3,80,9,3,9,6,1,1,31 - 40,<5k
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1352,Male,84,Manager,Divorced,14026,17588,1,Yes,11,3,80,33,2,33,9,0,10,51 - 64,10k - 15k
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1355,Female,31,Sales Executive,Divorced,6893,19461,3,No,15,3,80,11,3,7,7,1,7,31 - 40,5k - 10k
34,No,Travel_Rarely,507,Sales,15,2,Medical,1356,Female,66,Sales Executive,Single,6125,23553,1,No,12,3,80,10,6,10,8,9,6,31 - 40,5k - 10k
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1358,Male,67,Laboratory Technician,Married,3669,9075,3,No,11,3,80,7,6,3,2,1,2,18 - 30,<5k
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1360,Female,53,Manufacturing Director,Married,10008,12023,7,Yes,14,3,80,31,0,10,9,5,9,51 - 64,10k - 15k
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1361,Male,88,Laboratory Technician,Married,2387,6762,3,No,22,4,80,7,3,4,2,0,3,31 - 40,<5k
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1362,Female,83,Sales Executive,Married,4639,2261,2,No,16,3,80,17,2,15,7,6,13,31 - 40,<5k
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1363,Male,54,Manufacturing Director,Single,7898,18706,1,No,11,3,80,11,2,10,9,0,8,41 - 50,5k - 10k
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1364,Female,98,Sales Representative,Married,2534,6527,8,No,14,3,80,5,4,1,0,0,0,18 - 30,<5k
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1367,Female,82,Manufacturing Director,Single,13142,24439,3,No,16,3,80,29,1,5,2,0,3,51 - 64,10k - 15k
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1368,Female,97,Laboratory Technician,Single,1611,19305,1,No,15,3,80,0,5,0,0,0,0,18 - 30,<5k
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1369,Female,60,Laboratory Technician,Married,5363,10846,0,No,12,3,80,10,0,9,7,0,0,31 - 40,5k - 10k
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1371,Male,43,Sales Executive,Single,5071,20392,3,No,20,4,80,8,3,6,2,0,0,18 - 30,5k - 10k
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1372,Male,85,Sales Executive,Single,13695,9277,6,Yes,17,3,80,24,2,19,7,3,8,51 - 64,10k - 15k
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1373,Male,68,Manufacturing Director,Married,13402,18235,4,Yes,12,3,80,33,0,19,16,15,9,51 - 64,10k - 15k
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1374,Female,92,Research Scientist,Divorced,2029,15891,1,No,20,4,80,5,2,5,4,0,0,31 - 40,<5k
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1375,Female,89,Healthcare Representative,Divorced,6377,13888,5,No,20,4,80,15,0,12,11,11,8,31 - 40,5k - 10k
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1377,Male,86,Laboratory Technician,Married,5429,17491,4,No,13,3,80,10,1,8,7,7,7,31 - 40,5k - 10k
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1379,Female,90,Sales Representative,Single,2785,11882,7,No,14,3,80,3,3,1,0,0,0,31 - 40,<5k
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1380,Female,67,Sales Executive,Married,4614,23288,0,Yes,18,3,80,5,0,4,2,3,2,31 - 40,<5k
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1382,Male,57,Research Scientist,Divorced,2610,15748,1,No,11,3,80,4,2,4,2,0,3,31 - 40,<5k
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1383,Female,98,Healthcare Representative,Single,6687,6163,1,No,11,3,80,14,2,14,11,4,11,31 - 40,5k - 10k
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1387,Male,48,Sales Executive,Married,4724,24232,1,No,11,3,80,5,0,5,3,0,4,18 - 30,<5k
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1389,Male,98,Manufacturing Director,Married,6179,21057,1,Yes,15,3,80,10,3,10,2,6,7,31 - 40,5k - 10k
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1390,Male,44,Sales Executive,Married,6120,3567,3,Yes,12,3,80,8,2,5,4,1,4,31 - 40,5k - 10k
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1391,Male,52,Sales Executive,Married,10596,15395,2,No,11,3,80,14,5,4,2,3,2,51 - 64,10k - 15k
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1392,Female,75,Research Scientist,Divorced,5467,13953,3,Yes,14,3,80,12,4,6,2,3,3,41 - 50,5k - 10k
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1394,Male,54,Research Scientist,Married,2996,5182,7,Yes,15,3,80,8,2,6,4,1,3,31 - 40,<5k
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1395,Male,61,Sales Executive,Married,9998,19293,6,No,13,3,80,8,2,5,4,1,2,31 - 40,5k - 10k
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1396,Male,36,Sales Executive,Married,4078,20497,0,Yes,13,3,80,4,3,3,2,1,2,31 - 40,<5k
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1397,Male,71,Healthcare Representative,Married,10920,3449,3,No,21,4,80,13,2,6,4,0,5,31 - 40,10k - 15k
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1399,Male,93,Sales Executive,Married,6232,12477,2,No,11,3,80,6,3,3,2,1,2,18 - 30,5k - 10k
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1401,Female,59,Manufacturing Director,Married,13247,9731,2,Yes,11,3,80,24,3,5,3,0,2,51 - 64,10k - 15k
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1402,Female,73,Research Scientist,Single,4081,20003,1,Yes,14,3,80,20,3,20,7,1,8,41 - 50,<5k
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1403,Female,98,Sales Executive,Married,5769,7100,1,Yes,11,3,80,6,3,6,2,4,4,18 - 30,5k - 10k
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1405,Female,51,Research Scientist,Single,2394,25681,1,Yes,13,3,80,8,2,8,2,7,7,18 - 30,<5k
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1407,Male,36,Research Scientist,Single,3904,4050,0,No,12,3,80,5,2,4,3,1,1,18 - 30,<5k
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1408,Female,31,Manager,Married,16799,16616,0,No,14,3,80,21,5,20,7,0,9,41 - 50,15k+
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1409,Female,54,Laboratory Technician,Married,2950,17363,9,No,13,3,80,12,2,5,4,0,4,51 - 64,<5k
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1411,Female,94,Laboratory Technician,Single,3629,19106,4,No,18,3,80,8,6,3,2,0,2,31 - 40,<5k
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1412,Male,60,Manufacturing Director,Single,9362,19944,2,No,11,3,80,10,2,2,2,2,2,31 - 40,5k - 10k
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1415,Male,81,Laboratory Technician,Married,3229,4910,4,No,11,3,80,7,2,3,2,0,2,18 - 30,<5k
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1417,Male,100,Laboratory Technician,Single,3578,23577,0,No,12,3,80,8,2,7,7,0,7,18 - 30,<5k
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1419,Male,51,Human Resources,Single,7988,9769,1,No,13,3,80,10,3,10,9,0,9,18 - 30,5k - 10k
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1420,Male,97,Laboratory Technician,Single,4284,22710,3,No,20,4,80,20,2,4,3,1,3,41 - 50,<5k
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1421,Female,84,Healthcare Representative,Single,7553,22930,0,Yes,12,3,80,9,1,8,7,7,7,18 - 30,5k - 10k
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1422,Female,54,Research Director,Single,17328,5652,6,No,19,3,80,29,3,20,7,12,7,51 - 64,15k+
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1423,Female,76,Research Director,Married,19701,22456,3,Yes,21,4,80,32,3,9,8,1,5,51 - 64,15k+
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1424,Male,81,Research Director,Divorced,14732,12414,2,No,13,3,80,31,4,7,7,0,0,51 - 64,10k - 15k
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1425,Female,99,Sales Executive,Single,9278,20763,3,Yes,16,3,80,15,3,5,4,0,1,31 - 40,5k - 10k
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1427,Female,50,Sales Representative,Single,1359,16154,1,No,12,3,80,1,3,1,0,0,0,31 - 40,<5k
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1428,Female,73,Sales Executive,Divorced,4779,12761,7,No,14,3,80,8,3,3,2,0,2,18 - 30,<5k
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1430,Female,93,Research Director,Single,16422,8847,3,No,11,3,80,9,3,3,2,1,0,31 - 40,15k+
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1431,Male,91,Research Scientist,Divorced,2996,20284,5,No,14,3,80,10,2,4,3,1,3,31 - 40,<5k
